iceberg_id,day,lat,lon,wind_u,wind_v,current_u,current_v,source
A81,8,-61.14296203133744,-57.23451527302486,3.0810203552246094,10.391483306884766,0.1400943290617421,0.01,synthetic_physics
A81,9,-60.97531235995219,-56.84410521829398,3.62154769897461,10.576541900634766,0.1415472928804143,0.01,synthetic_physics
A81,10,-60.79813509226007,-56.45832277734217,3.99142074584961,10.937870025634766,0.1430828292004127,0.01,synthetic_physics
A81,11,-60.61693752675512,-56.0605716200584,4.598598480224609,10.860477447509766,0.1446532081014556,0.01,synthetic_physics
A81,12,-60.45892927544965,-55.67973834315082,4.573696136474609,10.497196197509766,0.146022612946103,0.01,synthetic_physics
A81,13,-60.29583279847646,-55.28714826225042,4.331752777099609,9.324344635009766,0.1474361157465373,0.01,synthetic_physics
A81,14,-60.16127426630063,-54.92889079700617,3.86812973022461,8.049442291259766,0.1486022896920612,0.01,synthetic_physics
A81,15,-60.0591219916062,-54.5717551901946,3.2570457458496094,6.092411041259766,0.1494876094060796,0.01,synthetic_physics
A81,16,-59.96644450320846,-54.26768402848385,2.6347312927246094,5.228397369384766,0.15,0.01,synthetic_physics
A81,17,-59.898766446772335,-54.004639024659824,1.9831199645996092,4.438602447509766,0.15,0.01,synthetic_physics
A81,18,-59.83437778858381,-53.73963781747472,1.4372215270996094,3.7935829162597656,0.15,0.01,synthetic_physics
A81,19,-59.76974761853585,-53.47819940713635,1.0124168395996094,3.3140907287597656,0.15,0.01,synthetic_physics
A81,20,-59.71886592471921,-53.21507766041199,0.6254539489746094,3.0289344787597656,0.15,0.01,synthetic_physics
A81,21,-59.66802992564367,-52.98236509022027,0.3129539489746094,3.1331825256347656,0.15,0.01,synthetic_physics
A81,22,-59.61336289884234,-52.74324983227865,0.0307273864746093,3.2784461975097656,0.15,0.01,synthetic_physics
A81,23,-59.53471812007067,-52.510068322680624,-0.1284523010253906,3.5880165100097656,0.15,0.01,synthetic_physics
A81,24,-59.46159804011073,-52.29351170410261,-0.2778663635253906,3.9044227600097656,0.15,0.01,synthetic_physics
A81,25,-59.38495461877437,-52.073058914666376,-0.2820167541503906,4.327518463134766,0.15,0.01,synthetic_physics
A81,26,-59.31345799189822,-51.84073248886428,-0.2868995666503906,4.749881744384766,0.15,0.01,synthetic_physics
A81,27,-59.235649245604414,-51.64109785403642,-0.2868995666503906,4.749881744384766,0.15,0.01,synthetic_physics
A81,28,-59.14903368005511,-51.40473642190943,-0.3408546447753906,5.122684478759766,0.15,0.01,synthetic_physics
A81,29,-59.05,-51.1833,-0.3984718322753906,5.491580963134766,0.15,0.01,synthetic_physics
A83,0,-63.31953859227952,-56.61237981260312,1.8334617614746092,5.968875885009766,0.1212306655335775,0.01,synthetic_physics
A83,1,-63.21896722330208,-56.36927840956373,1.8273582458496092,5.827030181884766,0.1221022840647153,0.01,synthetic_physics
A83,2,-63.1310515048997,-56.07786873401646,1.7514305114746094,5.416629791259766,0.1228642202908692,0.01,synthetic_physics
A83,3,-63.017278677255504,-55.79969517609167,1.8747215270996092,6.551151275634766,0.1238502514637856,0.01,synthetic_physics
A83,4,-62.89061798424929,-55.53425652440907,1.4850730895996094,6.867801666259766,0.1249479774698395,0.01,synthetic_physics
A83,5,-62.774578732628015,-55.282079610003976,1.0058250427246094,7.131717681884766,0.1259536509838905,0.01,synthetic_physics
A83,6,-62.64208840361076,-55.02880890254306,0.9933738708496094,6.911746978759766,0.1271019005020401,0.01,synthetic_physics
A83,7,-62.52369673401225,-54.74179613804531,1.4416160583496094,6.800418853759766,0.1281279616385605,0.01,synthetic_physics
A83,8,-62.413132990372745,-54.47773743533055,1.3778953552246094,6.260623931884766,0.1290861807501029,0.01,synthetic_physics
A83,9,-62.31666257370821,-54.23324913096341,1.1547508239746094,5.174930572509766,0.1299222576945288,0.01,synthetic_physics
A83,10,-62.23982846125763,-53.98063235461999,0.8244285583496094,4.234745025634766,0.1305881533357672,0.01,synthetic_physics
A83,11,-62.170479827189865,-53.76747778318,0.3029441833496094,3.7823524475097656,0.1311891748310211,0.01,synthetic_physics
A83,12,-62.10420032043707,-53.5426472488774,-0.3591651916503906,3.7865028381347656,0.1317635972228787,0.01,synthetic_physics
A83,13,-62.03921937948631,-53.34547665414903,-0.7527198791503906,3.3961219787597656,0.1323267653777853,0.01,synthetic_physics
A83,14,-61.98090787868887,-53.16919012126903,-0.7527198791503906,3.3961219787597656,0.1328321317180298,0.01,synthetic_physics
A83,15,-61.92508190434,-52.99272265680598,-1.1152687072753906,2.9913368225097656,0.1333159568290533,0.01,synthetic_physics
A83,16,-61.85875657009186,-52.823035133474285,-1.4778175354003906,3.1307411193847656,0.1338907763925372,0.01,synthetic_physics
A83,17,-61.80143012185508,-52.66391939013849,-1.4778175354003906,3.1307411193847656,0.1343876056105893,0.01,synthetic_physics
A83,18,-61.75062088786329,-52.494062819464304,-1.5784034729003906,2.9349403381347656,0.1348279523051848,0.01,synthetic_physics
A83,19,-61.6958518935209,-52.31120322640448,-1.6470069885253906,2.8111610412597656,0.1353026169228188,0.01,synthetic_physics
A83,20,-61.6416464670711,-52.13327260552028,-1.6470069885253906,2.8111610412597656,0.1357723972853838,0.01,synthetic_physics
A83,21,-61.59636429721972,-51.95069650923917,-1.7471046447753906,2.9310340881347656,0.1361648427574291,0.01,synthetic_physics
A83,22,-61.54056287827797,-51.785426922533794,-1.7209815979003906,2.9947547912597656,0.1366484550549243,0.01,synthetic_physics
A83,23,-61.49064668916454,-51.60349212484127,-1.6907081604003906,3.1268348693847656,0.1370810620272406,0.01,synthetic_physics
A83,24,-61.43296816633495,-51.41160757878092,-1.6907081604003906,3.1268348693847656,0.1375809425584304,0.01,synthetic_physics
A83,25,-61.37182505350668,-51.23083642102743,-1.6177101135253906,3.4378700256347656,0.1381108495362754,0.01,synthetic_physics
A83,26,-61.31310622731886,-51.055192690750246,-1.5742530822753906,3.6942176818847656,0.1386197460299032,0.01,synthetic_physics
A83,27,-61.25457389767507,-50.88039573142965,-1.5742530822753906,3.6942176818847656,0.1391270262201493,0.01,synthetic_physics
A83,28,-61.18791989848631,-50.70935636712649,-1.5181007385253906,3.9220008850097656,0.1397046942131186,0.01,synthetic_physics
A83,29,-61.1,-50.5333,-1.3786964416503906,4.643924713134766,0.1404666666666666,0.01,synthetic_physics
A84,0,-72.2819587437547,-112.20682452008046,4.058071136474609,0.9454383850097656,0.0435563575541259,0.01,synthetic_physics
A84,1,-72.25798234773941,-111.87947136478618,4.058071136474609,0.9454383850097656,0.0437641529862584,0.01,synthetic_physics
A84,2,-72.2249401230894,-111.5382947744933,4.058071136474609,0.9454383850097656,0.0440505189332252,0.01,synthetic_physics
A84,3,-72.20267790260418,-111.25182912731,4.058071136474609,0.9454383850097656,0.0442434581774304,0.01,synthetic_physics
A84,4,-72.17791122212795,-110.9130012157295,4.058071136474609,0.9454383850097656,0.0444581027415578,0.01,synthetic_physics
A84,5,-72.15765300381821,-110.62054241413747,4.058071136474609,0.9454383850097656,0.0446336739669088,0.01,synthetic_physics
A84,6,-72.13650488082818,-110.2806915616888,4.058071136474609,0.9454383850097656,0.044816957699489,0.01,synthetic_physics
A84,7,-72.11163940579881,-109.94261639812515,4.280483245849609,0.8704872131347656,0.0450324584830769,0.01,synthetic_physics
A84,8,-72.09319993922787,-109.63765720106186,4.280483245849609,0.8704872131347656,0.0451922671933584,0.01,synthetic_physics
A84,9,-72.07644158075742,-109.25401453401456,4.280483245849609,0.8704872131347656,0.0453375063001023,0.01,synthetic_physics
A84,10,-72.0536467749908,-108.94066747331895,4.280483245849609,0.8704872131347656,0.0455350612834131,0.01,synthetic_physics
A84,11,-72.02329363196816,-108.61302300877274,4.280483245849609,0.8704872131347656,0.0457981218562759,0.01,synthetic_physics
A84,12,-71.99156743336019,-108.31797338620768,4.280483245849609,0.8704872131347656,0.0460730822442117,0.01,synthetic_physics
A84,13,-71.969235166976,-107.9920653135864,4.280483245849609,0.8704872131347656,0.0462666285528746,0.01,synthetic_physics
A84,14,-71.94763429453593,-107.67296525219912,4.280483245849609,0.8704872131347656,0.0464538361140219,0.01,synthetic_physics
A84,15,-71.92893269631965,-107.3362028416468,4.280483245849609,0.8704872131347656,0.0466159166318963,0.01,synthetic_physics
A84,16,-71.90997865434132,-106.96742175314763,4.280483245849609,0.8704872131347656,0.0467801849957086,0.01,synthetic_physics
A84,17,-71.88874987195842,-106.60428381750329,4.280483245849609,0.8704872131347656,0.0469641677763603,0.01,synthetic_physics
A84,18,-71.86950435629105,-106.25761702234514,4.702846527099609,0.7757606506347656,0.0471309622454776,0.01,synthetic_physics
A84,19,-71.84582428043097,-105.93872953735637,4.702846527099609,0.7757606506347656,0.0473361895695982,0.01,synthetic_physics
A84,20,-71.81336199843429,-105.58637445379382,4.702846527099609,0.7757606506347656,0.0476175293469028,0.01,synthetic_physics
A84,21,-71.79142802255525,-105.24676406796604,4.702846527099609,0.7757606506347656,0.0478076238045211,0.01,synthetic_physics
A84,22,-71.7659381107683,-104.8871562240562,4.702846527099609,0.7757606506347656,0.0480285363733413,0.01,synthetic_physics
A84,23,-71.74937330936687,-104.52592980731526,4.702846527099609,0.7757606506347656,0.048172097985487,0.01,synthetic_physics
A84,24,-71.72663350340099,-104.18672556018474,4.702846527099609,0.7757606506347656,0.048369176303858,0.01,synthetic_physics
A84,25,-71.70708428272646,-103.82600711514272,4.702846527099609,0.7757606506347656,0.0485386028830373,0.01,synthetic_physics
A84,26,-71.69562348639555,-103.47688145238502,4.702846527099609,0.7757606506347656,0.0486379297845719,0.01,synthetic_physics
A84,27,-71.67290100513202,-103.14200372449122,4.702846527099609,0.7757606506347656,0.0488348579555225,0.01,synthetic_physics
A84,28,-71.64967055551602,-102.7736295918213,4.702846527099609,0.7757606506347656,0.0490361885188611,0.01,synthetic_physics
A84,29,-71.6333,-102.4167,4.702846527099609,0.7757606506347656,0.0491780666666666,0.01,synthetic_physics
A85,0,-65.31563449002456,-60.57821482590837,1.1354637145996094,3.1524696350097656,0.1039311677531204,0.01,synthetic_physics
A85,1,-65.25931221178287,-60.33486053738198,1.6139793395996094,2.9857215881347656,0.1044192941645484,0.01,synthetic_physics
A85,2,-65.21523921064006,-60.04366875375334,2.5199851989746094,2.4898719787597656,0.1048012601744527,0.01,synthetic_physics
A85,3,-65.1687865737204,-59.80187094564182,2.1435203552246094,2.4303016662597656,0.1052038496944232,0.01,synthetic_physics
A85,4,-65.12934958567732,-59.54178410981164,1.9714012145996092,2.2674598693847656,0.1055456369241299,0.01,synthetic_physics
A85,5,-65.08313395367927,-59.27990220213492,1.8639793395996092,2.7369422912597656,0.1059461724014463,0.01,synthetic_physics
A85,6,-65.02899511024403,-59.01457249412102,1.9701805114746092,2.4569129943847656,0.1064153757112184,0.01,synthetic_physics
A85,7,-64.98150146935171,-58.71599643271495,2.3861961364746094,2.2354774475097656,0.1068269872656185,0.01,synthetic_physics
A85,8,-64.94065383455298,-58.448290179645234,1.8205223083496092,1.9908485412597656,0.1071810001005408,0.01,synthetic_physics
A85,9,-64.91154379616765,-58.23166398079988,0.9640769958496094,2.0667762756347656,0.1074332870998803,0.01,synthetic_physics
A85,10,-64.86948376159422,-57.94926167497812,2.1952781677246094,2.5238075256347656,0.1077978073995167,0.01,synthetic_physics
A85,11,-64.82131984367486,-57.68482602793621,1.8649559020996092,2.6436805725097656,0.1082152280214845,0.01,synthetic_physics
A85,12,-64.78196888023214,-57.46293220585131,1.5295066833496094,2.7677040100097656,0.1085562697046547,0.01,synthetic_physics
A85,13,-64.73925573894596,-57.21970625128683,0.9591941833496094,2.7354774475097656,0.1089264502624683,0.01,synthetic_physics
A85,14,-64.68723379476293,-57.01206755276912,0.3837547302246094,2.7083778381347656,0.1093773071120546,0.01,synthetic_physics
A85,15,-64.63928431871766,-56.80427611344532,-0.2331886291503906,3.0321083068847656,0.1097928692377803,0.01,synthetic_physics
A85,16,-64.56492265573827,-56.55526718418417,1.4562644958496094,3.3665809631347656,0.1104373369836016,0.01,synthetic_physics
A85,17,-64.50041415126043,-56.34709421592224,0.0102195739746093,3.5499305725097656,0.1109964106890763,0.01,synthetic_physics
A85,18,-64.44324685551966,-56.11756951411338,-0.2717628479003906,3.1932411193847656,0.1114918605854962,0.01,synthetic_physics
A85,19,-64.38346471875407,-55.91467645556251,-0.2717628479003906,3.1932411193847656,0.1120099724374647,0.01,synthetic_physics
A85,20,-64.31702118445344,-55.73643469580707,-0.4360694885253906,3.2894325256347656,0.1125858164014035,0.01,synthetic_physics
A85,21,-64.26487954715063,-55.5646690855479,-0.7256202697753906,3.0858192443847656,0.1130377105913612,0.01,synthetic_physics
A85,22,-64.20446587079547,-55.387230708807095,-0.7256202697753906,3.0858192443847656,0.1135612957864392,0.01,synthetic_physics
A85,23,-64.14351691282056,-55.21211129689887,-0.9175148010253906,2.9762001037597656,0.1140895200888885,0.01,synthetic_physics
A85,24,-64.08575144573088,-55.07523479587083,-1.1899757385253906,3.3201942443847656,0.114590154136999,0.01,synthetic_physics
A85,25,-64.0234781158147,-54.92560355631197,-1.1899757385253906,3.3201942443847656,0.1151298563296059,0.01,synthetic_physics
A85,26,-63.97480748961324,-54.78569181073817,-1.4895362854003906,2.8604774475097656,0.1155516684233519,0.01,synthetic_physics
A85,27,-63.92479131325922,-54.62756452391326,-1.4895362854003906,2.8604774475097656,0.1159851419517534,0.01,synthetic_physics
A85,28,-63.86706622320619,-54.4727697438419,-1.4455909729003906,3.0731239318847656,0.1164854260655463,0.01,synthetic_physics
A85,29,-63.8167,-54.3333,-1.5227394104003906,2.9886512756347656,0.1169219333333333,0.01,synthetic_physics
B09B,0,-68.19336074056143,141.45285958013312,-0.9558448791503906,3.2725868225097656,0.0789908735818009,0.01,synthetic_physics
B09B,1,-68.1355501354879,141.58823407262298,-0.9558448791503906,3.2725868225097656,0.0794918988257715,0.01,synthetic_physics
B09B,2,-68.06677817778267,141.6812041651358,-1.4941749572753906,3.4205360412597656,0.0800879224592168,0.01,synthetic_physics
B09B,3,-68.00548450710173,141.7941174771935,-1.4941749572753906,3.4205360412597656,0.080619134271785,0.01,synthetic_physics
B09B,4,-67.94772457910264,141.90245032675864,-1.4941749572753906,3.4205360412597656,0.0811197203144437,0.01,synthetic_physics
B09B,5,-67.88592067488663,141.99932302337206,-1.4941749572753906,3.4205360412597656,0.0816553541509825,0.01,synthetic_physics
B09B,6,-67.81391669020645,142.0907194238549,-1.9824562072753904,3.6136512756347656,0.0822793886848774,0.01,synthetic_physics
B09B,7,-67.75645400416437,142.19544358487644,-1.9824562072753904,3.6136512756347656,0.0827773986305754,0.01,synthetic_physics
B09B,8,-67.6946879953877,142.28605011567822,-1.9824562072753904,3.6136512756347656,0.0833127040399733,0.01,synthetic_physics
B09B,9,-67.6341164947547,142.3796448639053,-1.9824562072753904,3.6136512756347656,0.0838376570454592,0.01,synthetic_physics
B09B,10,-67.5750678122644,142.45855325698162,-2.46463394165039,3.8512001037597656,0.0843494122937086,0.01,synthetic_physics
B09B,11,-67.49849734646452,142.5176019704766,-2.46463394165039,3.8512001037597656,0.0850130229973075,0.01,synthetic_physics
B09B,12,-67.42981653007297,142.6099214388204,-2.46463394165039,3.8512001037597656,0.0856082567393676,0.01,synthetic_physics
B09B,13,-67.36643160437463,142.6753683868922,-2.90799331665039,4.137821197509766,0.0861575927620866,0.01,synthetic_physics
B09B,14,-67.30367211167805,142.75377089349183,-2.90799331665039,4.137821197509766,0.0867015083654568,0.01,synthetic_physics
B09B,15,-67.22313194393975,142.82748653962176,-2.90799331665039,4.137821197509766,0.0873995231525221,0.01,synthetic_physics
B09B,16,-67.14766960915189,142.87383311629247,-2.90799331665039,4.137821197509766,0.0880535300540169,0.01,synthetic_physics
B09B,17,-67.07959529651463,142.92212703825828,-3.33353042602539,4.475467681884766,0.0886435074302065,0.01,synthetic_physics
B09B,18,-67.00027001309967,142.96715551374962,-3.33353042602539,4.475467681884766,0.0893309932198029,0.01,synthetic_physics
B09B,19,-66.92486665121633,143.01965887630135,-3.33353042602539,4.475467681884766,0.0899844890227917,0.01,synthetic_physics
B09B,20,-66.85130217827482,143.0556043311083,-3.784946441650391,4.789676666259766,0.0906220477882848,0.01,synthetic_physics
B09B,21,-66.76021116873585,143.07778689960173,-3.784946441650391,4.789676666259766,0.0914115032042893,0.01,synthetic_physics
B09B,22,-66.67621970350493,143.1135544651885,-3.784946441650391,4.789676666259766,0.0921394292362906,0.01,synthetic_physics
B09B,23,-66.59542929035345,143.1384974935351,-4.197544097900391,5.034305572509766,0.0928396128169367,0.01,synthetic_physics
B09B,24,-66.5127235253629,143.16885697518444,-4.197544097900391,5.034305572509766,0.0935563961135215,0.01,synthetic_physics
B09B,25,-66.42257784703597,143.20972590917526,-4.197544097900391,5.034305572509766,0.0943376586590216,0.01,synthetic_physics
B09B,26,-66.3322368943056,143.21313095694535,-4.631626129150391,5.302127838134766,0.0951206135826848,0.01,synthetic_physics
B09B,27,-66.24786929529239,143.2185541545171,-4.631626129150391,5.302127838134766,0.0958517994407993,0.01,synthetic_physics
B09B,28,-66.16046893511675,143.22053141745178,-4.631626129150391,5.302127838134766,0.0966092692289881,0.01,synthetic_physics
B09B,29,-66.0667,143.2333,-5.055210113525391,5.529178619384766,0.0974219333333333,0.01,synthetic_physics
B09G,0,-69.64967453467584,36.17615137072196,2.3742332458496094,1.7889442443847656,0.0663694873661427,0.01,synthetic_physics
B09G,1,-69.61186142472418,36.4123756609839,1.9157371520996092,2.1073036193847656,0.0666972009857237,0.01,synthetic_physics
B09G,2,-69.56974268124961,36.61895432144648,1.9157371520996092,2.1073036193847656,0.0670622300958367,0.01,synthetic_physics
B09G,3,-69.52814221892307,36.84512290134972,1.9157371520996092,2.1073036193847656,0.0674227674360001,0.01,synthetic_physics
B09G,4,-69.4919066015922,37.07181704335289,1.9157371520996092,2.1073036193847656,0.0677368094528675,0.01,synthetic_physics
B09G,5,-69.44885074360727,37.29150798850017,1.9157371520996092,2.1073036193847656,0.0681099602220703,0.01,synthetic_physics
B09G,6,-69.40836837377448,37.53792238416612,1.9157371520996092,2.1073036193847656,0.0684608074272878,0.01,synthetic_physics
B09G,7,-69.3574754368285,37.74486972854992,1.3695945739746094,2.4324989318847656,0.0689018795474863,0.01,synthetic_physics
B09G,8,-69.31551593849584,37.971660859928974,1.3695945739746094,2.4324989318847656,0.0692655285330361,0.01,synthetic_physics
B09G,9,-69.27246781448866,38.20220773911965,1.3695945739746094,2.4324989318847656,0.0696386122744315,0.01,synthetic_physics
B09G,10,-69.22358246531154,38.42465649371121,1.3695945739746094,2.4324989318847656,0.0700622853006333,0.01,synthetic_physics
B09G,11,-69.17589757662161,38.62967357214842,1.3695945739746094,2.4324989318847656,0.070475554335946,0.01,synthetic_physics
B09G,12,-69.12609044395614,38.83909380613762,1.3695945739746094,2.4324989318847656,0.07090721615238,0.01,synthetic_physics
B09G,13,-69.07923058075137,39.024726465666085,0.7506980895996094,2.7589149475097656,0.0713133349668214,0.01,synthetic_physics
B09G,14,-69.0206180502584,39.20344906146374,0.7506980895996094,2.7589149475097656,0.0718213102310938,0.01,synthetic_physics
B09G,15,-68.97348193753976,39.38641985425378,0.7506980895996094,2.7589149475097656,0.0722298232079887,0.01,synthetic_physics
B09G,16,-68.92160556147195,39.57254037565608,0.7506980895996094,2.7589149475097656,0.0726794184672431,0.01,synthetic_physics
B09G,17,-68.87770344274468,39.76129418863915,0.7506980895996094,2.7589149475097656,0.0730599034962128,0.01,synthetic_physics
B09G,18,-68.82492577913052,39.90643986101796,0.1496238708496093,3.0103797912597656,0.0735173099142021,0.01,synthetic_physics
B09G,19,-68.77032599908351,40.09971782550328,0.1496238708496093,3.0103797912597656,0.0739905080079429,0.01,synthetic_physics
B09G,20,-68.70878281934867,40.26483186705296,0.1496238708496093,3.0103797912597656,0.0745238822323115,0.01,synthetic_physics
B09G,21,-68.65040306288151,40.41902292891551,0.1496238708496093,3.0103797912597656,0.0750298401216935,0.01,synthetic_physics
B09G,22,-68.59706003382809,40.55023183524683,-0.4180030822753906,3.1507606506347656,0.0754921463734899,0.01,synthetic_physics
B09G,23,-68.54425168147375,40.69221623707799,-0.4180030822753906,3.1507606506347656,0.0759498187605608,0.01,synthetic_physics
B09G,24,-68.48456154080746,40.846508051356885,-0.4180030822753906,3.1507606506347656,0.0764671333130019,0.01,synthetic_physics
B09G,25,-68.42871435297612,41.00063811011776,-0.4180030822753906,3.1507606506347656,0.076951142274207,0.01,synthetic_physics
B09G,26,-68.37067410446521,41.13098677282673,-0.9558448791503906,3.2725868225097656,0.0774541577613015,0.01,synthetic_physics
B09G,27,-68.31294142678959,41.26014807549371,-0.9558448791503906,3.2725868225097656,0.0779545076344902,0.01,synthetic_physics
B09G,28,-68.2550381667103,41.39938688040494,-0.9558448791503906,3.2725868225097656,0.0784563358885106,0.01,synthetic_physics
B09G,29,-68.2,41.5167,-0.9558448791503906,3.2725868225097656,0.0789333333333333,0.01,synthetic_physics
B22A,0,-70.18752840606476,164.11759523112426,3.1132469177246094,1.2117958068847656,0.0617080871474387,0.01,synthetic_physics
B22A,1,-70.15660749305651,164.39990873970407,3.1132469177246094,1.2117958068847656,0.0619760683935102,0.01,synthetic_physics
B22A,2,-70.12420618583275,164.67916504323833,2.7782859802246094,1.4681434631347656,0.0622568797227828,0.01,synthetic_physics
B22A,3,-70.09642138931268,164.94038013716366,2.7782859802246094,1.4681434631347656,0.0624976812926234,0.01,synthetic_physics
B22A,4,-70.07171317372043,165.21142077731326,2.7782859802246094,1.4681434631347656,0.0627118191610896,0.01,synthetic_physics
B22A,5,-70.03425305086246,165.48135664360103,2.7782859802246094,1.4681434631347656,0.063036473559192,0.01,synthetic_physics
B22A,6,-70.00310547034121,165.74028320140567,2.7782859802246094,1.4681434631347656,0.0633064192570428,0.01,synthetic_physics
B22A,7,-69.97738840435848,166.02898342536582,2.7782859802246094,1.4681434631347656,0.0635293004955598,0.01,synthetic_physics
B22A,8,-69.95221007011985,166.30780956727736,2.7782859802246094,1.4681434631347656,0.063747512725628,0.01,synthetic_physics
B22A,9,-69.92734108180176,166.57487618640656,2.7782859802246094,1.4681434631347656,0.0639630439577181,0.01,synthetic_physics
B22A,10,-69.90103798162208,166.86057344715348,2.7782859802246094,1.4681434631347656,0.0641910041592752,0.01,synthetic_physics
B22A,11,-69.87199153344632,167.0854609299251,2.3742332458496094,1.7889442443847656,0.0644427400434652,0.01,synthetic_physics
B22A,12,-69.84859436681772,167.31801604610882,2.3742332458496094,1.7889442443847656,0.0646455154875797,0.01,synthetic_physics
B22A,13,-69.81077461379486,167.54728553196384,2.3742332458496094,1.7889442443847656,0.0649732866804445,0.01,synthetic_physics
B22A,14,-69.76606531117778,167.8006588929932,2.3742332458496094,1.7889442443847656,0.0653607673031258,0.01,synthetic_physics
B22A,15,-69.73070565322543,168.04980058812143,2.3742332458496094,1.7889442443847656,0.0656672176720463,0.01,synthetic_physics
B22A,16,-69.68448646257767,168.3191170647327,2.3742332458496094,1.7889442443847656,0.0660677839909935,0.01,synthetic_physics
B22A,17,-69.64584416918755,168.58454679695373,2.3742332458496094,1.7889442443847656,0.0664026838670411,0.01,synthetic_physics
B22A,18,-69.61317192674694,168.8186245343687,1.9157371520996092,2.1073036193847656,0.0666858433015264,0.01,synthetic_physics
